bairro,endereco,area,quartos,banheiros,vaga,aluguel,condominio,endereco_completo,latitude,longitude,aluguel_num
Vila Buarque,Rua Doutor Cesário Mota Júnior,25.0,1.0,1.0,0,R$ 2.280,R$ 450 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2280.0
Vila Buarque,Rua Jaguaribe,45.0,1.0,1.0,0,R$ 2.280,R$ 450 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2280.0
Vila Buarque,Rua Fortunato,25.0,1.0,1.0,0,R$ 2.286,R$ 550 Condominio,"Rua Fortunato, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403087,-46.6517888,2286.0
Vila Buarque,Rua General Jardim,65.0,1.0,1.0,0,R$ 2.288,R$ 720 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2288.0
Vila Buarque,Rua Marquês de Itu,29.0,1.0,1.0,1,R$ 2.288,R$ 545 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2288.0
Centro,Avenida Prestes Maia,40.0,1.0,1.0,0,R$ 2.288,R$ 580 Condominio,"Avenida Prestes Maia, Centro, São Paulo, São Paulo, Brasil",-23.5396645,-46.6340752,2288.0
Vila Buarque,Rua Amaral Gurgel,27.0,1.0,1.0,0,R$ 2.290,R$ 500 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2290.0
Vila Buarque,R General Jardim,30.0,1.0,1.0,0,R$ 2.294,R$ 526 Condominio,"R General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2294.0
Vila Buarque,Rua Major Sertorio,28.0,1.0,1.0,0,R$ 2.298,R$ 400 Condominio,"Rua Major Sertorio, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2298.0
Centro,"AV RIO BRANCO, 1658",32.0,1.0,1.0,1,R$ 2.298,R$ 954 Condominio,"AV RIO BRANCO, 1658, Centro, São Paulo, São Paulo, Brasil",-23.529866,-46.6467677,2298.0
Centro,Rua Florêncio de Abreu 1,30.0,1.0,1.0,0,R$ 2.299,R$ 600 Condominio,"Rua Florêncio de Abreu 1, Centro, São Paulo, São Paulo, Brasil",-23.544347,-46.634149,2299.0
Centro,Rua Florêncio de Abreu,24.0,1.0,1.0,0,R$ 2.300,R$ 593 Condominio,"Rua Florêncio de Abreu, Centro, São Paulo, São Paulo, Brasil",-23.5398983,-46.6328623,2300.0
Santa Efigênia,Praça Júlio Mesquita,58.0,2.0,,0,R$ 2.300,R$ 528 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,2300.0
Vila Buarque,Rua Amaral Gurgel,25.0,1.0,1.0,0,R$ 2.300,R$ 490 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2300.0
Centro,Praça Pedro Lessa,37.0,1.0,1.0,0,R$ 2.300,R$ 736 Condominio,"Praça Pedro Lessa, Centro, São Paulo, São Paulo, Brasil",-23.5431624,-46.6359519,2300.0
Vila Buarque,Rua Jaguaribe,57.0,2.0,1.0,0,R$ 2.300,R$ 748 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,2300.0
Sé,Rua dos Estudantes,38.0,1.0,1.0,0,R$ 2.300,R$ 480 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2300.0
Santa Efigênia,Avenida Duque de Caxias,52.0,2.0,1.0,0,R$ 2.300,R$ 275 Condominio,"Avenida Duque de Caxias, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5359339,-46.6415808,2300.0
Luz,Rua Doutor Pedro Arbues,60.0,2.0,1.0,0,R$ 2.300,R$ 165 Condominio,"Rua Doutor Pedro Arbues, Luz, São Paulo, São Paulo, Brasil",-23.5349096,-46.6303623,2300.0
Vila Buarque,Rua General Jardim,27.0,1.0,1.0,0,R$ 2.300,R$ 450 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2300.0
Centro,Rua Brigadeiro Tobias,30.0,1.0,1.0,0,R$ 2.300,R$ 550 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,2300.0
Vila Buarque,Rua Barão de Tatuí,42.0,1.0,1.0,0,R$ 2.300,R$ 622 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,2300.0
Centro,Rua Washington Luís 98,41.0,1.0,1.0,1,R$ 2.300,R$ 575 Condominio,"Rua Washington Luís 98, Centro, São Paulo, São Paulo, Brasil",-23.5377539,-46.6342368,2300.0
Vila Buarque,"Rua General Jardim, 638 Apto 12",26.0,1.0,1.0,0,R$ 2.300,R$ 290 Condominio,"Rua General Jardim, 638 Apto 12, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443952,-46.6507337,2300.0
Centro,RUA JOAO PESSOA,50.0,1.0,1.0,1,R$ 2.300,R$ 1.937 Condominio,"RUA JOAO PESSOA, Centro, São Paulo, São Paulo, Brasil",-23.7102301,-46.5485903,2300.0
Vila Buarque,"R Aureliano Coutinho, 35",25.0,1.0,,0,R$ 2.300,R$ 1.400 Condominio,"R Aureliano Coutinho, 35, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5403404,-46.652748,2300.0
Vila Buarque,R Martim Francisco,32.0,1.0,1.0,0,R$ 2.300,R$ 528 Condominio,"R Martim Francisco, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5400958,-46.6531879,2300.0
Centro,"R Aureliano Coutinho, 35",25.0,1.0,,0,R$ 2.300,R$ 1.400 Condominio,"R Aureliano Coutinho, 35, Centro, São Paulo, São Paulo, Brasil",-23.5403404,-46.652748,2300.0
Centro,Rua Bento Freitas,21.0,1.0,1.0,0,R$ 2.300,R$ 270 Condominio,"Rua Bento Freitas, Centro, São Paulo, São Paulo, Brasil",-23.5438681,-46.6455288,2300.0
Vila Buarque,Rua General Jardim 1,24.0,1.0,,0,R$ 2.300,R$ 900 Condominio,"Rua General Jardim 1, Vila Buarque, São Paulo, São Paulo, Brasil",-23.544785,-46.6470981,2300.0
Vila Buarque,Rua Martim Francisco 344,32.0,1.0,1.0,1,R$ 2.300,R$ 728 Condominio,"Rua Martim Francisco 344, Vila Buarque, São Paulo, São Paulo, Brasil",-23.539995,-46.6530903,2300.0
Centro,Endereço não informado,28.0,1.0,1.0,1,R$ 2.300,R$ 450 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2300.0
Vila Buarque,"Rua Martim Francisco,334 apto 908",31.0,1.0,1.0,1,R$ 2.300,R$ 528 Condominio,"Rua Martim Francisco,334 apto 908, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5397902,-46.6530562,2300.0
Centro,RUA COMENDADOR CARLO MARIO GARDANO,71.0,2.0,1.0,2,R$ 2.300,R$ 870 Condominio,"RUA COMENDADOR CARLO MARIO GARDANO, Centro, São Paulo, São Paulo, Brasil",-23.7181695,-46.5548963,2300.0
Centro,Rua do Boticário,128.0,2.0,,0,R$ 2.300,R$ 960 Condominio,"Rua do Boticário, Centro, São Paulo, São Paulo, Brasil",-23.541615,-46.6393155,2300.0
Vila Buarque,R Bento Freitas,21.0,1.0,1.0,0,R$ 2.300,R$ 520 Condominio,"R Bento Freitas, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5438681,-46.6455288,2300.0
Luz,Endereço não informado,64.0,2.0,,1,R$ 2.300,R$ 700 Condominio,"Endereço não informado, Luz, São Paulo, São Paulo, Brasil",-23.5294565,-46.6291504,2300.0
Vila Buarque,Rua Martim Francisco 344,32.0,1.0,1.0,1,R$ 2.300,R$ 728 Condominio,"Rua Martim Francisco 344, Vila Buarque, São Paulo, São Paulo, Brasil",-23.539995,-46.6530903,2300.0
Vila Buarque,R Aureliano Coutinho,59.0,1.0,1.0,0,R$ 2.300,R$ 676 Condominio,"R Aureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,2300.0
Vila Buarque,"Rua Rego Freitas, 62",40.0,1.0,1.0,0,R$ 2.300,,"Rua Rego Freitas, 62, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5424408,-46.6466349,2300.0
Vila Buarque,Endereço não informado,32.0,1.0,1.0,0,R$ 2.300,R$ 728 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2300.0
Vila Buarque,Endereço não informado,32.0,1.0,,1,R$ 2.300,R$ 728 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2300.0
Vila Buarque,Endereço não informado,68.0,1.0,1.0,0,R$ 2.300,R$ 335 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2300.0
Vila Buarque,"R Martim Francisco, 334",32.0,1.0,1.0,1,R$ 2.300,R$ 728 Condominio,"R Martim Francisco, 334, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5397902,-46.6530562,2300.0
Vila Buarque,Rua Barão de Tatuí,40.0,1.0,1.0,1,R$ 2.306,R$ 569 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,2306.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,26.0,1.0,1.0,0,R$ 2.310,R$ 446 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2310.0
Sé,Rua Conde de Sarzedas,38.0,1.0,1.0,0,R$ 2.320,R$ 450 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2320.0
Vila Buarque,Rua Amaral Gurgel,83.0,2.0,1.0,0,R$ 2.329,R$ 350 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2329.0
Vila Buarque,Rua Barão de Tatuí,27.0,1.0,1.0,0,R$ 2.340,R$ 528 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,2340.0
Vila Buarque,Rua Major Sertório,27.0,1.0,1.0,0,R$ 2.349,R$ 450 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2349.0
Sé,Rua dos Estudantes,28.0,1.0,1.0,0,R$ 2.350,R$ 382 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2350.0
Canindé,Rua Canindé,56.0,2.0,1.0,1,R$ 2.350,R$ 340 Condominio,"Rua Canindé, Canindé, São Paulo, São Paulo, Brasil",-23.5277309,-46.6223305,2350.0
Vila Buarque,Rego Freitas,27.0,1.0,,0,R$ 2.350,R$ 640 Condominio,"Rego Freitas, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5447316,-46.6466079,2350.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,25.0,1.0,1.0,0,R$ 2.370,R$ 550 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2370.0
Centro,Rua Major Quedinho,48.0,1.0,1.0,1,R$ 2.371,R$ 700 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,2371.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 2.390,R$ 380 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2390.0
Luz,Rua Vinte E Cinco de Janeiro,47.0,2.0,1.0,1,R$ 2.390,R$ 630 Condominio,"Rua Vinte E Cinco de Janeiro, Luz, São Paulo, São Paulo, Brasil",-23.5354799,-46.6310363,2390.0
Vila Buarque,Rua General Jardim,45.0,1.0,1.0,0,R$ 2.390,R$ 375 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2390.0
Centro,"R General Jardim, 384",30.0,1.0,1.0,0,R$ 2.390,R$ 560 Condominio,"R General Jardim, 384, Centro, São Paulo, São Paulo, Brasil",-23.5446041,-46.6483746,2390.0
Vila Buarque,Rua General Jardim 384,30.0,1.0,1.0,0,R$ 2.390,R$ 560 Condominio,"Rua General Jardim 384, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446041,-46.6483746,2390.0
Sé,Rua Tabatinguera,32.0,1.0,1.0,0,R$ 2.392,R$ 500 Condominio,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,2392.0
Centro,Avenida São João,54.0,1.0,1.0,0,R$ 2.400,R$ 390 Condominio,"Avenida São João, Centro, São Paulo, São Paulo, Brasil",-23.5437201,-46.6378763,2400.0
Centro,Avenida Prestes Maia,37.0,1.0,1.0,0,R$ 2.400,R$ 701 Condominio,"Avenida Prestes Maia, Centro, São Paulo, São Paulo, Brasil",-23.5396645,-46.6340752,2400.0
Centro,Rua Brigadeiro Tobias,32.0,1.0,1.0,0,R$ 2.400,R$ 492 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,2400.0
Vila Buarque,Rua Amaral Gurgel,21.0,1.0,1.0,0,R$ 2.400,R$ 195 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2400.0
Centro,Rua Washington Luís,24.0,1.0,1.0,1,R$ 2.400,R$ 700 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,2400.0
Vila Buarque,Rua General Jardim,24.0,1.0,1.0,0,R$ 2.400,R$ 901 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2400.0
Vila Buarque,Rua Amaral Gurgel,21.0,1.0,1.0,0,R$ 2.400,R$ 450 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2400.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 2.400,R$ 335 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2400.0
Centro,Avenida São João,86.0,1.0,1.0,0,R$ 2.400,R$ 615 Condominio,"Avenida São João, Centro, São Paulo, São Paulo, Brasil",-23.5437201,-46.6378763,2400.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,47.0,1.0,1.0,0,R$ 2.400,R$ 658 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2400.0
Vila Buarque,Rua Amaral Gurgel,21.0,1.0,1.0,0,R$ 2.400,R$ 195 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2400.0
Santa Efigênia,Rua Aurora,24.0,1.0,1.0,0,R$ 2.400,R$ 373 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2400.0
Centro,Avenida São João,79.0,1.0,1.0,0,R$ 2.400,R$ 599 Condominio,"Avenida São João, Centro, São Paulo, São Paulo, Brasil",-23.5437201,-46.6378763,2400.0
Vila Buarque,Rua Amaral Gurgel,21.0,1.0,1.0,0,R$ 2.400,R$ 450 Condominio,"Rua Amaral Gurgel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443915,-46.647709,2400.0
Centro,Rua Álvaro de Carvalho,42.0,1.0,1.0,0,R$ 2.400,R$ 548 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2400.0
Vila Buarque,R Doutor Cesário Mota Júnior,40.0,1.0,1.0,0,R$ 2.400,R$ 290 Condominio,"R Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2400.0
Centro,Avenida São João,79.0,2.0,1.0,0,R$ 2.400,R$ 594 Condominio,"Avenida São João, Centro, São Paulo, São Paulo, Brasil",-23.5437201,-46.6378763,2400.0
Vila Buarque,Rua Major Sertório,35.0,1.0,1.0,0,R$ 2.400,R$ 500 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2400.0
Vila Buarque,"R. Dr. Cesário Mota Júnior - Vila Buarque, São Paulo - Sp, Brasil",47.0,1.0,1.0,0,R$ 2.400,R$ 631 Condominio,"R. Dr. Cesário Mota Júnior - Vila Buarque, São Paulo - Sp, Brasil, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2400.0
Centro,"Rua Martins Fontes, 268",68.0,1.0,1.0,0,R$ 2.400,,"Rua Martins Fontes, 268, Centro, São Paulo, São Paulo, Brasil",-23.5494364,-46.6450585,2400.0
Centro,Av Senador de Queirós,29.0,1.0,1.0,0,R$ 2.400,,"Av Senador de Queirós, Centro, São Paulo, São Paulo, Brasil",-23.5397479,-46.6302035,2400.0
Centro,R Fagundes,25.0,,,0,R$ 2.400,R$ 560 Condominio,"R Fagundes, Centro, São Paulo, São Paulo, Brasil",-23.5596568,-46.6361089,2400.0
Vila Buarque,"R Jesuíno Pascoal, 87",98.0,2.0,,1,R$ 2.400,R$ 980 Condominio,"R Jesuíno Pascoal, 87, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5408795,-46.6496089,2400.0
Vila Buarque,"R Jesuíno Pascoal, 87",98.0,2.0,1.0,1,R$ 2.400,R$ 980 Condominio,"R Jesuíno Pascoal, 87, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5408795,-46.6496089,2400.0
Centro,RUA MUNICIPAL,254.0,3.0,,3,R$ 2.400,R$ 1.750 Condominio,"RUA MUNICIPAL, Centro, São Paulo, São Paulo, Brasil",-23.7015514,-46.5529056,2400.0
Vila Buarque,Largo do Arouche,28.0,1.0,1.0,0,R$ 2.400,R$ 500 Condominio,"Largo do Arouche, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5409853,-46.646582,2400.0
Vila Buarque,Endereço não informado,143.0,2.0,1.0,1,R$ 2.400,R$ 940 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2400.0
Vila Buarque,"Rua Jesuíno Pascoal, 87",98.0,2.0,,1,R$ 2.400,R$ 980 Condominio,"Rua Jesuíno Pascoal, 87, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5408795,-46.6496089,2400.0
Vila Buarque,R Major Sertório,72.0,1.0,1.0,0,R$ 2.400,R$ 616 Condominio,"R Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5455333,-46.6471412,2400.0
Vila Buarque,Endereço não informado,98.0,2.0,,1,R$ 2.400,R$ 900 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2400.0
Vila Buarque,Endereço não informado,98.0,2.0,,1,R$ 2.400,R$ 940 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2400.0
Vila Buarque,"Rua Jesuíno Pascoal, 87",98.0,2.0,,1,R$ 2.400,R$ 980 Condominio,"Rua Jesuíno Pascoal, 87, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5408795,-46.6496089,2400.0
Centro,Endereço não informado,43.0,1.0,1.0,0,R$ 2.400,R$ 500 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2400.0
Vila Buarque,"Rua Jesuíno Pascoal, 87",98.0,2.0,,2,R$ 2.400,R$ 980 Condominio,"Rua Jesuíno Pascoal, 87, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5408795,-46.6496089,2400.0
Vila Buarque,Endereço não informado,98.0,2.0,,1,R$ 2.400,R$ 900 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2400.0
Vila Buarque,Endereço não informado,98.0,2.0,,1,R$ 2.400,R$ 900 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2400.0
Vila Buarque,Endereço não informado,98.0,2.0,,1,R$ 2.400,R$ 900 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,2400.0
Centro,Rua Major Quedinho 224,48.0,1.0,,1,R$ 2.400,R$ 852 Condominio,"Rua Major Quedinho 224, Centro, São Paulo, São Paulo, Brasil",-23.5487563,-46.6453498,2400.0
Centro,Rua Álvaro de Carvalho,42.0,1.0,1.0,1,R$ 2.409,R$ 620 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2409.0
Centro,Endereço não informado,37.0,1.0,,0,R$ 2.430,,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,2430.0
Vila Buarque,"R Major Sertório, 423",27.0,1.0,1.0,0,R$ 2.440,R$ 460 Condominio,"R Major Sertório, 423, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5454813,-46.6483404,2440.0
Vila Buarque,R General Jardim,30.0,1.0,1.0,0,R$ 2.443,R$ 546 Condominio,"R General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2443.0
Vila Buarque,R General Jardim,30.0,1.0,1.0,0,R$ 2.443,R$ 546 Condominio,"R General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2443.0
Centro,Rua Álvaro de Carvalho,42.0,1.0,1.0,0,R$ 2.450,R$ 450 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,2450.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,24.0,1.0,1.0,0,R$ 2.450,R$ 480 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2450.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,30.0,1.0,1.0,0,R$ 2.450,R$ 450 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2450.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,28.0,1.0,1.0,0,R$ 2.450,R$ 500 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2450.0
Vila Buarque,rua maor sertorio,27.0,1.0,1.0,0,R$ 2.450,R$ 380 Condominio,"rua maor sertorio, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2450.0
Vila Buarque,Rua Major Sertório,30.0,1.0,1.0,0,R$ 2.460,R$ 660 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2460.0
Vila Buarque,Rua Marquês de Itu,24.0,1.0,1.0,0,R$ 2.475,R$ 685 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2475.0
Centro,Rua Doutor Falcão Filho,55.0,2.0,,0,R$ 2.480,R$ 800 Condominio,"Rua Doutor Falcão Filho, Centro, São Paulo, São Paulo, Brasil",-23.5481315,-46.6375532,2480.0
Vila Buarque,"Rua General Jardim, 638 Apto 42",26.0,1.0,1.0,0,R$ 2.480,R$ 290 Condominio,"Rua General Jardim, 638 Apto 42, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443952,-46.6507337,2480.0
Vila Buarque,"Rua General Jardim, 638 Apto 33",28.0,,1.0,0,R$ 2.480,R$ 90 Condominio,"Rua General Jardim, 638 Apto 33, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443952,-46.6507337,2480.0
Centro,Rua Antônio de Godói,40.0,1.0,1.0,0,R$ 2.490,R$ 380 Condominio,"Rua Antônio de Godói, Centro, São Paulo, São Paulo, Brasil",-23.5422341,-46.6375569,2490.0
Centro,"Rua Antônio de Godói, 83",40.0,1.0,1.0,0,R$ 2.490,R$ 380 Condominio,"Rua Antônio de Godói, 83, Centro, São Paulo, São Paulo, Brasil",-23.5417893,-46.6372739,2490.0
Vila Buarque,Rua General Jardim,30.0,1.0,1.0,0,R$ 2.500,R$ 400 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2500.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 2.500,R$ 310 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Sé,Rua dos Estudantes,28.0,1.0,1.0,0,R$ 2.500,R$ 380 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,2500.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,32.0,1.0,1.0,0,R$ 2.500,R$ 526 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,2500.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 2.500,R$ 310 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 2.500,R$ 310 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,2500.0
Vila Buarque,Rua Major Sertório,40.0,1.0,1.0,0,R$ 2.500,R$ 580 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,2500.0
Vila Buarque,Rua Marquês de Itu,28.0,1.0,1.0,0,R$ 2.500,R$ 490 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,2500.0
Centro,Praça Júlio Mesquita,49.0,1.0,1.0,1,R$ 2.500,R$ 630 Condominio,"Praça Júlio Mesquita, Centro, São Paulo, São Paulo, Brasil",-23.5409032,-46.6428636,2500.0
Centro,Rua dos Gusmões,36.0,1.0,1.0,0,R$ 2.500,R$ 440 Condominio,"Rua dos Gusmões, Centro, São Paulo, São Paulo, Brasil",-23.536307,-46.6382429,2500.0
Centro,Rua Brigadeiro Tobias 478,32.0,1.0,,0,R$ 2.500,R$ 580 Condominio,"Rua Brigadeiro Tobias 478, Centro, São Paulo, São Paulo, Brasil",-23.5388327,-46.6347701,2500.0
Vila Buarque,Rua General Jardim,27.0,1.0,1.0,0,R$ 2.500,R$ 550 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,2500.0
Centro,Avenida Prestes Maia,40.0,1.0,1.0,0,R$ 2.500,R$ 850 Condominio,"Avenida Prestes Maia, Centro, São Paulo, São Paulo, Brasil",-23.5396645,-46.6340752,2500.0
Santa Efigênia,Rua Aurora,24.0,1.0,1.0,0,R$ 2.500,R$ 250 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,2500.0
