bairro,endereco,area,quartos,banheiros,vaga,aluguel,condominio,endereco_completo,latitude,longitude,aluguel_num
Centro,TRAVESSA MARECHAL DEODORO,60.0,2.0,1.0,2,R$ 3.500,R$ 419 Condominio,"TRAVESSA MARECHAL DEODORO, Centro, São Paulo, São Paulo, Brasil",-23.7008683,-46.5511942,3500.0
Centro,Rua Washington Luís,40.0,1.0,1.0,1,R$ 3.500,R$ 500 Condominio,"Rua Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,3500.0
Canindé,"Rua Canindé, 131",45.0,2.0,1.0,1,R$ 3.500,R$ 300 Condominio,"Rua Canindé, 131, Canindé, São Paulo, São Paulo, Brasil",-23.5333553,-46.624173,3500.0
Vila Buarque,Endereço não informado,54.0,1.0,,1,R$ 3.500,,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,3500.0
Vila Buarque,Endereço não informado,42.0,1.0,1.0,1,R$ 3.500,R$ 700 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,3500.0
Vila Buarque,Rua Marques de Itu 495,105.0,2.0,,0,R$ 3.500,R$ 1.310 Condominio,"Rua Marques de Itu 495, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5439204,-46.6491672,3500.0
Vila Buarque,R Major Sertório,27.0,1.0,1.0,0,R$ 3.500,R$ 420 Condominio,"R Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5455333,-46.6471412,3500.0
Centro,Avenida Cásper Líbero,44.0,1.0,1.0,0,R$ 3.525,R$ 550 Condominio,"Avenida Cásper Líbero, Centro, São Paulo, São Paulo, Brasil",-23.539054,-46.636087,3525.0
Sé,Rua Conde de Sarzedas,24.0,1.0,1.0,0,R$ 3.525,R$ 350 Condominio,"Rua Conde de Sarzedas, Sé, São Paulo, São Paulo, Brasil",-23.5539785,-46.6310649,3525.0
Vila Buarque,Rua Martim Francisco,78.0,2.0,1.0,0,R$ 3.600,R$ 766 Condominio,"Rua Martim Francisco, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5400958,-46.6531879,3600.0
Sé,Rua Tabatinguera 430,30.0,1.0,1.0,1,R$ 3.600,R$ 400 Condominio,"Rua Tabatinguera 430, Sé, São Paulo, São Paulo, Brasil",-23.5523693,-46.6287883,3600.0
Sé,Tabatinguera,30.0,1.0,1.0,1,R$ 3.600,R$ 400 Condominio,"Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,3600.0
Centro,Rua Major Quedinho 224,47.0,1.0,,1,R$ 3.600,R$ 998 Condominio,"Rua Major Quedinho 224, Centro, São Paulo, São Paulo, Brasil",-23.5487563,-46.6453498,3600.0
Vila Buarque,Endereço não informado,54.0,1.0,1.0,0,R$ 3.600,R$ 400 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,3600.0
Vila Buarque,Rua Santa Isabel nº 272 apto 001,50.0,1.0,1.0,1,R$ 3.650,R$ 615 Condominio,"Rua Santa Isabel nº 272 apto 001, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5424229,-46.6481651,3650.0
Centro,Rua Major Quedinho,47.0,1.0,,1,R$ 3.660,R$ 850 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,3660.0
Vila Buarque,Rua Santa Isabel,40.0,1.0,1.0,1,R$ 3.698,R$ 515 Condominio,"Rua Santa Isabel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5427715,-46.6482353,3698.0
Centro,AV BRIGADEIRO LUÍS ANTÔNIO,42.0,1.0,1.0,1,R$ 3.700,R$ 538 Condominio,"AV BRIGADEIRO LUÍS ANTÔNIO, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,3700.0
Vila Buarque,"Rua Duarte de Freitas,",37.0,1.0,,1,R$ 3.700,,"Rua Duarte de Freitas,, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5417051,-46.650918,3700.0
Centro,Endereço não informado,42.0,1.0,1.0,1,R$ 3.700,R$ 538 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,3700.0
Sé,Rua dos Estudantes,28.0,1.0,1.0,0,R$ 3.750,R$ 380 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,3750.0
Vila Buarque,Rua Áureliano Coutinho,90.0,2.0,,1,R$ 3.760,R$ 1.100 Condominio,"Rua Áureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,3760.0
Vila Buarque,Rua General Jardim,33.0,1.0,1.0,0,R$ 3.780,R$ 650 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,3780.0
Vila Buarque,Rua General Jardim,34.0,2.0,1.0,0,R$ 3.800,R$ 750 Condominio,"Rua General Jardim, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5446395,-46.6489344,3800.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,47.0,1.0,1.0,0,R$ 3.800,R$ 650 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,3800.0
Vila Buarque,Rua Jaguaribe,48.0,1.0,,1,R$ 3.800,R$ 780 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,3800.0
Centro,AV Brigadeiro Luís Antônio,42.0,1.0,1.0,1,R$ 3.800,R$ 538 Condominio,"AV Brigadeiro Luís Antônio, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,3800.0
Centro,Washington Luís,22.0,1.0,1.0,0,R$ 3.800,R$ 420 Condominio,"Washington Luís, Centro, São Paulo, São Paulo, Brasil",-23.5378587,-46.6341964,3800.0
Sé,Rua Tabatinguera,,1.0,1.0,0,R$ 3.840,,"Rua Tabatinguera, Sé, São Paulo, São Paulo, Brasil",-23.5524974,-46.6296068,3840.0
Vila Buarque,Rua Santa Isabel 272 APTO 02,55.0,1.0,,1,R$ 3.850,R$ 515 Condominio,"Rua Santa Isabel 272 APTO 02, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5424229,-46.6481651,3850.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,25.0,1.0,1.0,1,R$ 3.867,,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,3867.0
Vila Buarque,Rua das Palmeiras,33.0,1.0,1.0,0,R$ 3.900,R$ 896 Condominio,"Rua das Palmeiras, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5373143,-46.6512558,3900.0
Centro,R Aguiar de Barros,48.0,1.0,1.0,1,R$ 3.900,R$ 476 Condominio,"R Aguiar de Barros, Centro, São Paulo, São Paulo, Brasil",-23.553852,-46.6396003,3900.0
Vila Buarque,Jaguaribe,47.0,1.0,,1,R$ 3.900,R$ 882 Condominio,"Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,3900.0
Centro,AV BRIGADEIRO LUÍS ANTÔNIO,58.0,2.0,1.0,1,R$ 3.900,R$ 715 Condominio,"AV BRIGADEIRO LUÍS ANTÔNIO, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,3900.0
Centro,Endereço não informado,58.0,2.0,1.0,1,R$ 3.900,R$ 715 Condominio,"Endereço não informado, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,3900.0
Vila Buarque,Rua Marquês Itu,73.0,2.0,,1,R$ 3.940,R$ 1.009 Condominio,"Rua Marquês Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,3940.0
Santa Efigênia,Julio Mesquita,70.0,1.0,1.0,0,R$ 4.000,R$ 562 Condominio,"Julio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.554823,-46.6436255,4000.0
Centro,Rua Brigadeiro Tobias,30.0,1.0,1.0,0,R$ 4.000,R$ 550 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,4000.0
Centro,Praça Júlio Mesquita,45.0,1.0,1.0,1,R$ 4.000,R$ 800 Condominio,"Praça Júlio Mesquita, Centro, São Paulo, São Paulo, Brasil",-23.5409032,-46.6428636,4000.0
Centro,Rua Brigadeiro Tobias,30.0,1.0,1.0,1,R$ 4.000,R$ 520 Condominio,"Rua Brigadeiro Tobias, Centro, São Paulo, São Paulo, Brasil",-23.539384,-46.6350407,4000.0
Vila Buarque,Rua Major Sertório,35.0,1.0,1.0,0,R$ 4.000,R$ 453 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,4000.0
Centro,Rua Álvaro de Carvalho,25.0,1.0,1.0,0,R$ 4.000,R$ 510 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,4000.0
Santa Efigênia,Endereço não informado,54.0,1.0,1.0,1,R$ 4.000,R$ 567 Condominio,"Endereço não informado, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5376549,-46.6385252,4000.0
Centro,Avenida Duque de Caxias 20,113.0,2.0,,0,R$ 4.000,R$ 1.000 Condominio,"Avenida Duque de Caxias 20, Centro, São Paulo, São Paulo, Brasil",-23.5413254,-46.64650349999999,4000.0
Vila Buarque,Rua Marquês de Itu 836,85.0,2.0,1.0,1,R$ 4.000,R$ 2.500 Condominio,"Rua Marquês de Itu 836, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5435772,-46.6524276,4000.0
Sé,Praça da Sé 1,110.0,3.0,,2,R$ 4.000,R$ 1.815 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,4000.0
Centro,PRAÇA JÚLIO MESQUITA,54.0,2.0,1.0,0,R$ 4.000,R$ 562 Condominio,"PRAÇA JÚLIO MESQUITA, Centro, São Paulo, São Paulo, Brasil",-23.5409032,-46.6428636,4000.0
Santa Efigênia,Praça Júlio Mesquita 20,54.0,2.0,1.0,0,R$ 4.000,R$ 562 Condominio,"Praça Júlio Mesquita 20, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5410019,-46.64215859999999,4000.0
Centro,Rua Aurora,102.0,,,0,R$ 4.000,R$ 2.200 Condominio,"Rua Aurora, Centro, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,4000.0
Centro,rua martins fontes 379,61.0,,1.0,1,R$ 4.000,R$ 568 Condominio,"rua martins fontes 379, Centro, São Paulo, São Paulo, Brasil",-23.5499868,-46.6456215,4000.0
Santa Efigênia,Praça Júlio Mesquita 20,54.0,2.0,1.0,0,R$ 4.000,R$ 562 Condominio,"Praça Júlio Mesquita 20, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5410019,-46.64215859999999,4000.0
Santa Efigênia,Rua Aurora,69.0,2.0,,1,R$ 4.050,R$ 856 Condominio,"Rua Aurora, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5390208,-46.6387669,4050.0
Centro,Parque Anhangabaú,74.0,1.0,1.0,0,R$ 4.050,R$ 440 Condominio,"Parque Anhangabaú, Centro, São Paulo, São Paulo, Brasil",-23.5473843,-46.6395454,4050.0
Vila Buarque,Rua Jaguaribe,130.0,3.0,,0,R$ 4.070,R$ 647 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,4070.0
Vila Buarque,Rua Martinico Prado,70.0,2.0,,1,R$ 4.100,R$ 990 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,4100.0
Centro,AV Brigadeiro Luís Antônio,58.0,1.0,1.0,1,R$ 4.100,R$ 714 Condominio,"AV Brigadeiro Luís Antônio, Centro, São Paulo, São Paulo, Brasil",-23.5697557,-46.6510449,4100.0
Centro,Rua Álvaro de Carvalho,42.0,1.0,1.0,0,R$ 4.200,R$ 530 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,4200.0
Vila Buarque,Rua Doutor Cesário Mota Júnior,35.0,2.0,1.0,0,R$ 4.200,R$ 626 Condominio,"Rua Doutor Cesário Mota Júnior, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453759,-46.6489592,4200.0
Centro,R Aguiar de Barros,67.0,2.0,,1,R$ 4.200,R$ 1.010 Condominio,"R Aguiar de Barros, Centro, São Paulo, São Paulo, Brasil",-23.553852,-46.6396003,4200.0
Centro,Rua Álvaro de Carvalho 429,55.0,2.0,1.0,0,R$ 4.200,R$ 520 Condominio,"Rua Álvaro de Carvalho 429, Centro, São Paulo, São Paulo, Brasil",-23.549668,-46.6445342,4200.0
Centro,Praça Júlio Mesquita,60.0,2.0,,1,R$ 4.220,R$ 650 Condominio,"Praça Júlio Mesquita, Centro, São Paulo, São Paulo, Brasil",-23.5409032,-46.6428636,4220.0
Vila Buarque,Rua Martinico Prado,62.0,2.0,,1,R$ 4.274,R$ 1.020 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,4274.0
Vila Buarque,Marques De Itu,70.0,2.0,1.0,1,R$ 4.300,,"Marques De Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,4300.0
Vila Buarque,Rua Santa Isabel nº 272 apto 004,70.0,2.0,1.0,1,R$ 4.450,R$ 700 Condominio,"Rua Santa Isabel nº 272 apto 004, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5424229,-46.6481651,4450.0
Vila Buarque,Rua Santa Isabel,52.0,2.0,1.0,1,R$ 4.470,R$ 500 Condominio,"Rua Santa Isabel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5427715,-46.6482353,4470.0
Centro,Rua Martins Fontes,63.0,2.0,,1,R$ 4.500,R$ 1.000 Condominio,"Rua Martins Fontes, Centro, São Paulo, São Paulo, Brasil",-23.5492334,-46.6442819,4500.0
Centro,AV Nove de Julho,35.0,1.0,1.0,1,R$ 4.500,R$ 550 Condominio,"AV Nove de Julho, Centro, São Paulo, São Paulo, Brasil",-23.5665948,-46.6587092,4500.0
Centro,AV Nove de Julho,40.0,1.0,1.0,0,R$ 4.500,R$ 550 Condominio,"AV Nove de Julho, Centro, São Paulo, São Paulo, Brasil",-23.5665948,-46.6587092,4500.0
Vila Buarque,R Marquês de Itu,73.0,2.0,,1,R$ 4.500,R$ 1.200 Condominio,"R Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,4500.0
Vila Buarque,Rua Major Sertório 1,56.0,2.0,1.0,0,R$ 4.500,R$ 560 Condominio,"Rua Major Sertório 1, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5455236,-46.6442577,4500.0
Centro,R ANDRÉ DREYFUS,105.0,2.0,,1,R$ 4.500,R$ 900 Condominio,"R ANDRÉ DREYFUS, Centro, São Paulo, São Paulo, Brasil",-23.5423421,-46.6786137,4500.0
Vila Buarque,Rua Major Sertório,56.0,2.0,1.0,0,R$ 4.500,R$ 560 Condominio,"Rua Major Sertório, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5453915,-46.6487475,4500.0
Centro,RUA AMERICO BRASILIENSE,84.0,2.0,,2,R$ 4.500,R$ 891 Condominio,"RUA AMERICO BRASILIENSE, Centro, São Paulo, São Paulo, Brasil",-23.6328078,-46.6996412,4500.0
Centro,Largo do Arouche,35.0,1.0,1.0,0,R$ 4.600,R$ 650 Condominio,"Largo do Arouche, Centro, São Paulo, São Paulo, Brasil",-23.5409853,-46.646582,4600.0
Centro,Largo do Arouche,35.0,1.0,1.0,0,R$ 4.600,R$ 650 Condominio,"Largo do Arouche, Centro, São Paulo, São Paulo, Brasil",-23.5409853,-46.646582,4600.0
Vila Buarque,"Rua General Jardim, 638 Ap 31",57.0,2.0,1.0,0,R$ 4.600,R$ 580 Condominio,"Rua General Jardim, 638 Ap 31, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5443952,-46.6507337,4600.0
Centro,Largo do Arouche,35.0,1.0,1.0,0,R$ 4.600,R$ 650 Condominio,"Largo do Arouche, Centro, São Paulo, São Paulo, Brasil",-23.5409853,-46.646582,4600.0
Vila Buarque,Rua Barão de Tatuí,120.0,1.0,1.0,1,R$ 4.732,R$ 1.017 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,4732.0
Centro,Rua Major Quedinho,49.0,1.0,,1,R$ 4.750,R$ 800 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,4750.0
Vila Buarque,"R Jaguaribe, 370",100.0,3.0,,0,R$ 4.750,R$ 647 Condominio,"R Jaguaribe, 370, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5415831,-46.65142830000001,4750.0
Vila Buarque,Jaguaribe,130.0,3.0,,0,R$ 4.750,R$ 647 Condominio,"Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,4750.0
Vila Buarque,"Rua Jaguaribe, 370",130.0,2.0,1.0,0,R$ 4.750,R$ 647 Condominio,"Rua Jaguaribe, 370, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5415831,-46.65142830000001,4750.0
Vila Buarque,Rua Jaguaribe,130.0,3.0,,0,R$ 4.750,R$ 647 Condominio,"Rua Jaguaribe, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5416171,-46.6529854,4750.0
Centro,Praça Pedro Lessa,76.0,1.0,,0,R$ 4.800,R$ 1.400 Condominio,"Praça Pedro Lessa, Centro, São Paulo, São Paulo, Brasil",-23.5431624,-46.6359519,4800.0
Centro,AVENIDA DUQUE DE CAXIAS,222.0,3.0,,0,R$ 4.800,R$ 1.100 Condominio,"AVENIDA DUQUE DE CAXIAS, Centro, São Paulo, São Paulo, Brasil",-23.5378316,-46.6442562,4800.0
Santa Efigênia,Praça Júlio Mesquita,65.0,2.0,,1,R$ 4.813,R$ 750 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,4813.0
Vila Buarque,"Rua Jaguaribe, 649 5ºandar",34.0,1.0,1.0,1,R$ 4.863,R$ 670 Condominio,"Rua Jaguaribe, 649 5ºandar, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418047,-46.6543313,4863.0
Sé,Rua dos Estudantes,27.0,1.0,1.0,0,R$ 4.875,R$ 390 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,4875.0
Vila Buarque,Rua Jaguaribe 463,140.0,2.0,,1,R$ 4.900,R$ 1.100 Condominio,"Rua Jaguaribe 463, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418336,-46.6524339,4900.0
Santa Efigênia,Praça Júlio Mesquita,47.0,1.0,1.0,1,R$ 5.000,R$ 500 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,5000.0
Vila Buarque,Rua Santa Isabel,162.0,2.0,,0,R$ 5.000,R$ 1.020 Condominio,"Rua Santa Isabel, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5427715,-46.6482353,5000.0
Santa Efigênia,Praça Júlio Mesquita,62.0,1.0,1.0,1,R$ 5.000,R$ 521 Condominio,"Praça Júlio Mesquita, Santa Efigênia, São Paulo, São Paulo, Brasil",-23.5408406,-46.6424277,5000.0
Centro,"AV São Luís 268, 268",174.0,3.0,,0,R$ 5.000,R$ 1.698 Condominio,"AV São Luís 268, 268, Centro, São Paulo, São Paulo, Brasil",-23.5474694,-46.6430534,5000.0
Centro,R Paim,45.0,1.0,,1,R$ 5.000,R$ 520 Condominio,"R Paim, Centro, São Paulo, São Paulo, Brasil",-23.5540332,-46.6502354,5000.0
Centro,RUA SILVA JARDIM,138.0,3.0,,2,R$ 5.000,R$ 758 Condominio,"RUA SILVA JARDIM, Centro, São Paulo, São Paulo, Brasil",-23.5431795,-46.5930865,5000.0
Sé,Praça da Sé 219,102.0,3.0,,2,R$ 5.000,R$ 1.128 Condominio,"Praça da Sé 219, Sé, São Paulo, São Paulo, Brasil",-23.5507909,-46.6344861,5000.0
Centro,Rua Álvaro de Carvalho,55.0,2.0,1.0,0,R$ 5.116,R$ 500 Condominio,"Rua Álvaro de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5491833,-46.6425156,5116.0
Vila Buarque,Rua Maria Antônia,132.0,3.0,,0,R$ 5.150,R$ 1.086 Condominio,"Rua Maria Antônia, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5467645,-46.6504256,5150.0
Centro,RUA TOME DE SOUSA,136.0,3.0,,2,R$ 5.200,R$ 877 Condominio,"RUA TOME DE SOUSA, Centro, São Paulo, São Paulo, Brasil",-23.5264278,-46.7119386,5200.0
Centro,Avenida Ipiranga,67.0,1.0,1.0,0,R$ 5.500,R$ 1.300 Condominio,"Avenida Ipiranga, Centro, São Paulo, São Paulo, Brasil",-23.5405282,-46.6379755,5500.0
Centro,Rua Major Quedinho,65.0,2.0,,1,R$ 5.500,R$ 1.145 Condominio,"Rua Major Quedinho, Centro, São Paulo, São Paulo, Brasil",-23.5497655,-46.6430772,5500.0
Vila Buarque,Rua Barão de Tatuí,90.0,1.0,,1,R$ 5.700,R$ 875 Condominio,"Rua Barão de Tatuí, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5382464,-46.6538963,5700.0
Centro,Avenida Vieira de Carvalho,283.0,4.0,,1,R$ 5.970,R$ 2.000 Condominio,"Avenida Vieira de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5414358,-46.6442346,5970.0
Centro,Avenida Vieira de Carvalho,238.0,4.0,,0,R$ 5.970,R$ 2.000 Condominio,"Avenida Vieira de Carvalho, Centro, São Paulo, São Paulo, Brasil",-23.5414358,-46.6442346,5970.0
Centro,Rua Augusta,145.0,2.0,1.0,0,R$ 6.000,R$ 650 Condominio,"Rua Augusta, Centro, São Paulo, São Paulo, Brasil",-23.5569581,-46.6589677,6000.0
Sé,Rua dos Estudantes,40.0,2.0,1.0,0,R$ 6.000,R$ 360 Condominio,"Rua dos Estudantes, Sé, São Paulo, São Paulo, Brasil",-23.5553712,-46.6317971,6000.0
Centro,AV Paulista,82.0,2.0,,0,R$ 6.000,R$ 960 Condominio,"AV Paulista, Centro, São Paulo, São Paulo, Brasil",-23.5613545,-46.6564943,6000.0
Vila Buarque,"Rua Marquês de Itu, 836",70.0,2.0,,1,R$ 6.000,R$ 1.500 Condominio,"Rua Marquês de Itu, 836, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5435772,-46.6524276,6000.0
Centro,"Viela dos Ingleses, 524",214.0,3.0,,2,R$ 6.000,R$ 4.599 Condominio,"Viela dos Ingleses, 524, Centro, São Paulo, São Paulo, Brasil",-23.5406338,-46.6320967,6000.0
Sé,Praça da Sé 1,81.0,2.0,,1,R$ 6.000,R$ 590 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,6000.0
Sé,Praça da Sé 1,170.0,3.0,,2,R$ 6.232,R$ 1.329 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,6232.0
Sé,Praça da Sé 1,77.0,1.0,1.0,2,R$ 6.500,R$ 800 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,6500.0
Luz,AV Tiradentes,137.0,,,6,R$ 7.000,,"AV Tiradentes, Luz, São Paulo, São Paulo, Brasil",-23.5290926,-46.631703,7000.0
Vila Buarque,Rua Aureliano Coutinho,275.0,4.0,,3,R$ 7.067,R$ 4.400 Condominio,"Rua Aureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,7067.0
Vila Buarque,Rua Martinico Prado,149.0,3.0,,1,R$ 7.350,R$ 2.410 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,7350.0
Vila Buarque,R Martinico Prado,149.0,3.0,,1,R$ 7.350,R$ 2.694 Condominio,"R Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,7350.0
Vila Buarque,Rua Marquês de Itu,262.0,4.0,,2,R$ 7.500,R$ 2.120 Condominio,"Rua Marquês de Itu, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5437626,-46.6498096,7500.0
Vila Buarque,Rua Martinico Prado,218.0,3.0,,2,R$ 7.800,R$ 2.000 Condominio,"Rua Martinico Prado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5426775,-46.6543719,7800.0
Sé,Praça da Sé 1,116.0,2.0,,3,R$ 8.000,R$ 1.750 Condominio,"Praça da Sé 1, Sé, São Paulo, São Paulo, Brasil",-23.5493136,-46.6332157,8000.0
Vila Buarque,Rua Aureliano Coutinho,275.0,4.0,,4,R$ 8.490,R$ 4.390 Condominio,"Rua Aureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,8490.0
Vila Buarque,R. Aureliano Coutinho,275.0,4.0,,4,R$ 8.490,R$ 4.390 Condominio,"R. Aureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,8490.0
Vila Buarque,Rua Aureliano Coutinho 355,275.0,4.0,,4,R$ 8.490,R$ 4.390 Condominio,"Rua Aureliano Coutinho 355, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5432981,-46.65295709999999,8490.0
Vila Buarque,Endereço não informado,275.0,4.0,,4,R$ 8.490,R$ 4.390 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,8490.0
Sé,Endereço não informado,100.0,3.0,,2,R$ 8.500,R$ 1.525 Condominio,"Endereço não informado, Sé, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,8500.0
Vila Buarque,Aureliano Coutinho,275.0,4.0,,4,R$ 8.990,R$ 4.392 Condominio,"Aureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,8990.0
Vila Buarque,R Aureliano Coutinho,275.0,4.0,,4,R$ 8.990,R$ 4.390 Condominio,"R Aureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,8990.0
Vila Buarque,Rua Aureliano Coutinho,299.0,3.0,,3,R$ 9.225,R$ 4.400 Condominio,"Rua Aureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,9225.0
Centro,Rua Mauá,300.0,3.0,,0,R$ 9.450,R$ 400 Condominio,"Rua Mauá, Centro, São Paulo, São Paulo, Brasil",-23.5357787,-46.6339497,9450.0
Vila Buarque,Rua Áureliano Coutinho,275.0,4.0,,3,R$ 10.000,R$ 4.400 Condominio,"Rua Áureliano Coutinho, Vila Buarque, São Paulo, São Paulo, Brasil",-23.5418812,-46.6531833,10000.0
Vila Buarque,"R Aureliano Coutinho, 0355",275.0,4.0,,4,R$ 10.000,R$ 4.390 Condominio,"R Aureliano Coutinho, 0355, Vila Buarque, São Paulo, São Paulo, Brasil",-23.543363,-46.6530429,10000.0
Vila Buarque,Endereço não informado,275.0,4.0,,4,R$ 10.000,R$ 4.400 Condominio,"Endereço não informado, Vila Buarque, São Paulo, São Paulo, Brasil",-23.6349061,-46.7008844,10000.0
